dates,index,temp_effects,salt_effects,intrusion_ID
2024-01-21 07:54:37.595319,1322,-1.2755178571428571,0.15611956521739162,1
2000-04-23 11:59:40.465528,70,0.34812857142857145,0.40792619047619044,2
2001-10-06 23:15:51.743910,191,,,2
2002-03-17 23:19:33.864771,210,0.16394210526315792,0.07333499999999979,2
2002-11-22 16:40:42.905318,244,0.08983800000000006,-0.0025476190476183547,2
2003-12-03 06:51:51.571917,320,0.9562043478260869,0.44765000000000027,2
2005-03-19 05:44:38.847700,410,0.050981999999999986,-0.006171428571428568,2
2005-10-21 08:45:52.792898,440,-0.026043478260869554,-0.00844130434782549,2
2006-10-29 12:35:53.554173,494,1.4141818181818182,0.4341666666666673,2
2007-04-14 23:29:06.759672,513,-0.021534782608695666,0.07335263157894732,2
2007-07-28 13:57:53.049391,527,0.1486961538461538,0.18581458333333348,2
2008-02-24 00:00:02.975075,553,-0.08187777777777797,-0.019150000000000764,2
2008-10-10 09:14:57.741469,585,,,2
2009-03-21 14:21:52.201736,608,0.049336363636363616,0.09635416666666607,2
2009-05-03 13:08:36.062907,614,0.814,0.11579999999999968,2
2010-05-16 07:13:05.641507,666,0.6872450000000001,0.08196521739130425,2
2010-10-10 05:32:06.714545,686,2.7375374999999997,0.4020777777777778,2
2012-09-01 09:46:51.756159,782,2.072205357142857,0.3534976190476182,2
2012-10-12 17:01:36.207662,787,-0.007180769230769166,0.002136363636362856,2
2013-04-06 04:24:14.979530,811,0.039546153846153856,-0.015861111111110462,2
2013-09-14 12:14:16.067942,835,2.062054347826087,0.42351999999999906,2
2014-03-23 15:32:52.403614,863,0.25940689655172416,0.304788461538462,2
2014-07-12 00:20:55.295559,878,0.009817241379310298,-0.002597916666665719,2
2015-05-30 19:34:15.070409,925,0.5650270833333333,0.1874568181818182,2
2016-05-21 17:45:59.638950,973,0.44289705882352937,0.2225631578947372,2
2016-10-28 21:47:22.019704,995,0.06455000000000011,0.00297500000000106,2
2018-10-20 23:50:12.566217,1097,2.336675,0.36828095238095215,2
2018-11-17 00:36:53.226512,1100,-0.07931666666666663,-0.027107894736843344,2
2022-11-26 16:09:11.440105,1264,3.3717634615384617,0.7784576923076926,2
2023-03-24 11:56:37.036704,1274,-1.2159846153846154,0.11757500000000014,2
2023-02-11 10:32:01.146975,1279,-0.021178571428571363,0.001863461538462593,2
2024-01-21 07:54:37.595319,1322,-1.2755178571428571,0.15611956521739162,2
2000-04-23 11:59:40.465528,77,-0.042780769230769206,-0.05077884615384621,3
2001-10-06 23:15:51.743910,191,,,3
2002-03-17 23:19:33.864771,211,-0.07483913043478266,-0.026651999999999988,3
2002-11-22 16:40:42.905318,245,2.1656720000000003,0.30130199999999946,3
2003-12-03 06:51:51.571917,320,0.9562043478260869,0.44765000000000027,3
2005-03-19 05:44:38.847700,411,-0.2566894736842105,0.05640999999999963,3
2005-10-21 08:45:52.792898,441,1.7956717391304347,0.57385652173913,3
2006-10-29 12:35:53.554173,495,-0.0022136363636363317,-0.01485000000000003,3
2007-04-14 23:29:06.759672,514,0.023422727272727286,-0.005659090909091124,3
2007-07-28 13:57:53.049391,527,0.1486961538461538,0.18581458333333348,3
2008-02-24 00:00:02.975075,555,-0.014079999999999988,-0.026713157894737133,3
2008-10-10 09:14:57.741469,586,,,3
2009-03-21 14:21:52.201736,609,0.014477777777777803,-0.020091379310344618,3
2009-05-03 13:08:36.062907,615,-0.03801034482758621,-0.013874999999999764,3
2010-05-16 07:13:05.641507,667,0.0035388888888887994,-0.005931249999999573,3
2010-10-10 05:32:06.714545,686,2.7375374999999997,0.4020777777777778,3
2012-09-01 09:46:51.756159,783,-0.2569,-0.04030192307692241,3
2012-10-12 17:01:36.207662,789,0.3849718749999999,0.1415968749999994,3
2013-04-06 04:24:14.979530,812,0.6712739999999999,0.2469249999999995,3
2013-09-14 12:14:16.067942,836,-0.009681818181818225,-0.011762499999999676,3
2014-03-23 15:32:52.403614,864,-0.0007260869565217075,-0.02809230769230781,3
2014-07-12 00:20:55.295559,881,-0.009169565217391385,-0.03962499999999946,3
2015-05-30 19:34:15.070409,926,0.0159642857142857,0.0032464285714284913,3
2016-05-21 17:45:59.638950,974,0.00020999999999988806,-0.018695999999999772,3
2016-10-28 21:47:22.019704,996,1.6726250000000005,0.30824999999999925,3
2018-10-20 23:50:12.566217,1098,-0.19665909090909076,-0.041112499999999844,3
2018-11-17 00:36:53.226512,1101,-0.9246785714285715,0.06863947368421108,3
2022-11-26 16:09:11.440105,1265,-0.1539129629629629,-0.06656800000000004,3
2023-03-24 11:56:37.036704,1275,-0.021435999999999886,-0.009581578947368621,3
2023-02-11 10:32:01.146975,1280,-0.5532326923076923,0.05944999999999932,3
2024-01-21 07:54:37.595319,1322,-1.2755178571428571,0.15611956521739162,3
1999-11-03 03:22:49.702548,24,,,4
2000-04-15 23:36:21.142478,71,0.15183461538461535,0.11849230769230783,4
2001-10-06 18:05:06.294678,191,,,4
2002-11-23 03:11:14.723493,245,2.1656720000000003,0.30130199999999946,4
2003-12-02 18:59:16.999671,320,0.9562043478260869,0.44765000000000027,4
2005-10-21 04:03:10.882065,441,1.7956717391304347,0.57385652173913,4
2006-10-29 19:57:05.711000,495,-0.0022136363636363317,-0.01485000000000003,4
2007-12-01 10:41:38.932200,545,-0.11170000000000001,0.06391111111111138,4
2008-10-11 12:27:18.430632,587,-0.011991666666666548,-0.017275000000000595,4
2010-10-10 06:50:19.018129,686,2.7375374999999997,0.4020777777777778,4
2012-10-13 09:27:21.126839,789,0.3849718749999999,0.1415968749999994,4
2013-09-14 20:32:29.431210,836,-0.009681818181818225,-0.011762499999999676,4
2014-07-13 07:50:53.802232,881,-0.009169565217391385,-0.03962499999999946,4
2016-05-22 23:42:58.568568,974,0.00020999999999988806,-0.018695999999999772,4
2016-10-31 23:40:29.493264,997,-0.08840185185185195,-0.009525000000000143,4
2018-10-19 18:10:53.350984,1097,2.336675,0.36828095238095215,4
2018-11-17 13:07:06.525871,1102,0.04825652173913042,-0.022795652173913054,4
2022-11-27 10:03:51.623109,1265,-0.1539129629629629,-0.06656800000000004,4
2024-01-21 07:05:22.405749,1322,-1.2755178571428571,0.15611956521739162,4
2000-04-23 11:59:40.465528,77,-0.042780769230769206,-0.05077884615384621,5
2001-10-06 23:15:51.743910,191,,,5
2002-03-17 23:19:33.864771,211,-0.07483913043478266,-0.026651999999999988,5
2002-11-22 16:40:42.905318,245,2.1656720000000003,0.30130199999999946,5
2003-12-03 06:51:51.571917,320,0.9562043478260869,0.44765000000000027,5
2005-03-19 05:44:38.847700,411,-0.2566894736842105,0.05640999999999963,5
2005-10-21 08:45:52.792898,441,1.7956717391304347,0.57385652173913,5
2006-10-29 12:35:53.554173,495,-0.0022136363636363317,-0.01485000000000003,5
2007-04-14 23:29:06.759672,514,0.023422727272727286,-0.005659090909091124,5
2007-07-28 13:57:53.049391,527,0.1486961538461538,0.18581458333333348,5
2008-02-24 00:00:02.975075,555,-0.014079999999999988,-0.026713157894737133,5
2008-10-10 09:14:57.741469,586,,,5
2009-03-21 14:21:52.201736,609,0.014477777777777803,-0.020091379310344618,5
2009-05-03 13:08:36.062907,615,-0.03801034482758621,-0.013874999999999764,5
2010-05-16 07:13:05.641507,667,0.0035388888888887994,-0.005931249999999573,5
2010-10-10 05:32:06.714545,686,2.7375374999999997,0.4020777777777778,5
2012-09-01 09:46:51.756159,783,-0.2569,-0.04030192307692241,5
2012-10-12 17:01:36.207662,789,0.3849718749999999,0.1415968749999994,5
2013-04-06 04:24:14.979530,812,0.6712739999999999,0.2469249999999995,5
2013-09-14 12:14:16.067942,836,-0.009681818181818225,-0.011762499999999676,5
2014-03-23 15:32:52.403614,864,-0.0007260869565217075,-0.02809230769230781,5
2014-07-12 00:20:55.295559,881,-0.009169565217391385,-0.03962499999999946,5
2015-05-30 19:34:15.070409,926,0.0159642857142857,0.0032464285714284913,5
2016-05-21 17:45:59.638950,974,0.00020999999999988806,-0.018695999999999772,5
2016-10-28 21:47:22.019704,996,1.6726250000000005,0.30824999999999925,5
2018-10-20 23:50:12.566217,1098,-0.19665909090909076,-0.041112499999999844,5
2018-11-17 00:36:53.226512,1101,-0.9246785714285715,0.06863947368421108,5
2022-11-26 16:09:11.440105,1265,-0.1539129629629629,-0.06656800000000004,5
2023-03-24 11:56:37.036704,1275,-0.021435999999999886,-0.009581578947368621,5
2023-02-11 10:32:01.146975,1280,-0.5532326923076923,0.05944999999999932,5
2024-01-21 07:54:37.595319,1322,-1.2755178571428571,0.15611956521739162,5
2000-04-23 11:59:40.465528,77,-0.042780769230769206,-0.05077884615384621,6
2001-10-06 23:15:51.743910,191,,,6
2002-03-17 23:19:33.864771,211,-0.07483913043478266,-0.026651999999999988,6
2002-11-22 16:40:42.905318,245,2.1656720000000003,0.30130199999999946,6
2003-12-03 06:51:51.571917,320,0.9562043478260869,0.44765000000000027,6
2005-03-19 05:44:38.847700,411,-0.2566894736842105,0.05640999999999963,6
2005-10-21 08:45:52.792898,441,1.7956717391304347,0.57385652173913,6
2006-10-29 12:35:53.554173,495,-0.0022136363636363317,-0.01485000000000003,6
2007-04-14 23:29:06.759672,514,0.023422727272727286,-0.005659090909091124,6
2007-07-28 13:57:53.049391,527,0.1486961538461538,0.18581458333333348,6
2008-02-24 00:00:02.975075,555,-0.014079999999999988,-0.026713157894737133,6
2008-10-10 09:14:57.741469,586,,,6
2009-03-21 14:21:52.201736,609,0.014477777777777803,-0.020091379310344618,6
2009-05-03 13:08:36.062907,615,-0.03801034482758621,-0.013874999999999764,6
2010-05-16 07:13:05.641507,667,0.0035388888888887994,-0.005931249999999573,6
2010-10-10 05:32:06.714545,686,2.7375374999999997,0.4020777777777778,6
2012-09-01 09:46:51.756159,783,-0.2569,-0.04030192307692241,6
2012-10-12 17:01:36.207662,789,0.3849718749999999,0.1415968749999994,6
2013-04-06 04:24:14.979530,812,0.6712739999999999,0.2469249999999995,6
2013-09-14 12:14:16.067942,836,-0.009681818181818225,-0.011762499999999676,6
2014-03-23 15:32:52.403614,864,-0.0007260869565217075,-0.02809230769230781,6
2014-07-12 00:20:55.295559,881,-0.009169565217391385,-0.03962499999999946,6
2015-05-30 19:34:15.070409,926,0.0159642857142857,0.0032464285714284913,6
2016-05-21 17:45:59.638950,974,0.00020999999999988806,-0.018695999999999772,6
2016-10-28 21:47:22.019704,996,1.6726250000000005,0.30824999999999925,6
2018-10-20 23:50:12.566217,1098,-0.19665909090909076,-0.041112499999999844,6
2018-11-17 00:36:53.226512,1101,-0.9246785714285715,0.06863947368421108,6
2022-11-26 16:09:11.440105,1265,-0.1539129629629629,-0.06656800000000004,6
2023-03-24 11:56:37.036704,1275,-0.021435999999999886,-0.009581578947368621,6
2023-02-11 10:32:01.146975,1280,-0.5532326923076923,0.05944999999999932,6
2024-01-21 07:54:37.595319,1322,-1.2755178571428571,0.15611956521739162,6
2000-04-23 11:59:40.465528,77,-0.042780769230769206,-0.05077884615384621,7
2001-10-06 23:15:51.743910,191,,,7
2002-03-17 23:19:33.864771,211,-0.07483913043478266,-0.026651999999999988,7
2002-11-22 16:40:42.905318,245,2.1656720000000003,0.30130199999999946,7
2003-12-03 06:51:51.571917,320,0.9562043478260869,0.44765000000000027,7
2005-03-19 05:44:38.847700,411,-0.2566894736842105,0.05640999999999963,7
2005-10-21 08:45:52.792898,441,1.7956717391304347,0.57385652173913,7
2006-10-29 12:35:53.554173,495,-0.0022136363636363317,-0.01485000000000003,7
2007-04-14 23:29:06.759672,514,0.023422727272727286,-0.005659090909091124,7
2007-07-28 13:57:53.049391,527,0.1486961538461538,0.18581458333333348,7
2008-02-24 00:00:02.975075,555,-0.014079999999999988,-0.026713157894737133,7
2008-10-10 09:14:57.741469,586,,,7
2009-03-21 14:21:52.201736,609,0.014477777777777803,-0.020091379310344618,7
2009-05-03 13:08:36.062907,615,-0.03801034482758621,-0.013874999999999764,7
2010-05-16 07:13:05.641507,667,0.0035388888888887994,-0.005931249999999573,7
2010-10-10 05:32:06.714545,686,2.7375374999999997,0.4020777777777778,7
2012-09-01 09:46:51.756159,783,-0.2569,-0.04030192307692241,7
2012-10-12 17:01:36.207662,789,0.3849718749999999,0.1415968749999994,7
2013-04-06 04:24:14.979530,812,0.6712739999999999,0.2469249999999995,7
2013-09-14 12:14:16.067942,836,-0.009681818181818225,-0.011762499999999676,7
2014-03-23 15:32:52.403614,864,-0.0007260869565217075,-0.02809230769230781,7
2014-07-12 00:20:55.295559,881,-0.009169565217391385,-0.03962499999999946,7
2015-05-30 19:34:15.070409,926,0.0159642857142857,0.0032464285714284913,7
2016-05-21 17:45:59.638950,974,0.00020999999999988806,-0.018695999999999772,7
2016-10-28 21:47:22.019704,996,1.6726250000000005,0.30824999999999925,7
2018-10-20 23:50:12.566217,1098,-0.19665909090909076,-0.041112499999999844,7
2018-11-17 00:36:53.226512,1101,-0.9246785714285715,0.06863947368421108,7
2022-11-26 16:09:11.440105,1265,-0.1539129629629629,-0.06656800000000004,7
2023-03-24 11:56:37.036704,1275,-0.021435999999999886,-0.009581578947368621,7
2023-02-11 10:32:01.146975,1280,-0.5532326923076923,0.05944999999999932,7
2024-01-21 07:54:37.595319,1322,-1.2755178571428571,0.15611956521739162,7
2000-04-23 11:59:40.465528,77,-0.042780769230769206,-0.05077884615384621,8
2001-10-06 23:15:51.743910,191,,,8
2002-03-17 23:19:33.864771,211,-0.07483913043478266,-0.026651999999999988,8
2002-11-22 16:40:42.905318,245,2.1656720000000003,0.30130199999999946,8
2003-12-03 06:51:51.571917,320,0.9562043478260869,0.44765000000000027,8
2005-03-19 05:44:38.847700,411,-0.2566894736842105,0.05640999999999963,8
2005-10-21 08:45:52.792898,441,1.7956717391304347,0.57385652173913,8
2006-10-29 12:35:53.554173,495,-0.0022136363636363317,-0.01485000000000003,8
2007-04-14 23:29:06.759672,514,0.023422727272727286,-0.005659090909091124,8
2007-07-28 13:57:53.049391,527,0.1486961538461538,0.18581458333333348,8
2008-02-24 00:00:02.975075,555,-0.014079999999999988,-0.026713157894737133,8
2008-10-10 09:14:57.741469,586,,,8
2009-03-21 14:21:52.201736,609,0.014477777777777803,-0.020091379310344618,8
2009-05-03 13:08:36.062907,615,-0.03801034482758621,-0.013874999999999764,8
2010-05-16 07:13:05.641507,667,0.0035388888888887994,-0.005931249999999573,8
2010-10-10 05:32:06.714545,686,2.7375374999999997,0.4020777777777778,8
2012-09-01 09:46:51.756159,783,-0.2569,-0.04030192307692241,8
2012-10-12 17:01:36.207662,789,0.3849718749999999,0.1415968749999994,8
2013-04-06 04:24:14.979530,812,0.6712739999999999,0.2469249999999995,8
2013-09-14 12:14:16.067942,836,-0.009681818181818225,-0.011762499999999676,8
2014-03-23 15:32:52.403614,864,-0.0007260869565217075,-0.02809230769230781,8
2014-07-12 00:20:55.295559,881,-0.009169565217391385,-0.03962499999999946,8
2015-05-30 19:34:15.070409,926,0.0159642857142857,0.0032464285714284913,8
2016-05-21 17:45:59.638950,974,0.00020999999999988806,-0.018695999999999772,8
2016-10-28 21:47:22.019704,996,1.6726250000000005,0.30824999999999925,8
2018-10-20 23:50:12.566217,1098,-0.19665909090909076,-0.041112499999999844,8
2018-11-17 00:36:53.226512,1101,-0.9246785714285715,0.06863947368421108,8
2022-11-26 16:09:11.440105,1265,-0.1539129629629629,-0.06656800000000004,8
2023-03-24 11:56:37.036704,1275,-0.021435999999999886,-0.009581578947368621,8
2023-02-11 10:32:01.146975,1280,-0.5532326923076923,0.05944999999999932,8
2024-01-21 07:54:37.595319,1322,-1.2755178571428571,0.15611956521739162,8
